,Unnamed: 0,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
1483,52922,891f8d44877ffff,100,0,1,0,0,0,1,14,67,17,0,High-area,14.0,0.0,67.0,1.0,Business_and_Services
1488,53116,891f8d45973ffff,100,0,4,1,0,3,2,23,58,8,1,High-area,23.0,3.0,58.0,4.0,Business_and_Services
1642,58714,891f8d44a0bffff,100,0,1,1,1,0,1,8,61,27,0,High-area,8.0,0.0,61.0,1.0,Business_and_Services
1694,60333,891f8d7a4c7ffff,100,0,6,3,1,1,0,21,56,12,0,High-area,21.0,1.0,56.0,6.0,Business_and_Services
1723,61439,891f8d45b7bffff,100,0,11,1,0,2,0,14,65,7,0,High-area,14.0,2.0,65.0,11.0,Business_and_Services
1791,64040,891f8d45d4fffff,100,0,4,0,0,1,1,9,76,9,0,High-area,9.0,1.0,76.0,4.0,Business_and_Services
1796,64259,891f8d7a407ffff,100,0,1,0,1,0,0,5,87,6,0,High-area,5.0,0.0,87.0,1.0,Business_and_Services
1828,65270,891f8d45d6fffff,100,0,13,4,3,2,0,29,37,12,0,High-area,29.0,2.0,37.0,13.0,Business_and_Services
1915,68787,891f8d45b4fffff,100,0,12,1,0,4,1,24,34,24,0,High-area,24.0,4.0,34.0,12.0,Business_and_Services
1954,70167,891f8d7a48fffff,100,0,7,4,3,1,1,19,41,23,1,High-area,19.0,1.0,41.0,7.0,Business_and_Services
2073,74364,891f8d45993ffff,100,0,12,3,0,1,0,20,61,3,0,High-area,20.0,1.0,61.0,12.0,Business_and_Services
2260,81071,891f8d44a97ffff,100,0,1,4,0,1,0,32,52,7,3,High-area,32.0,1.0,52.0,1.0,Business_and_Services
2287,82172,891f8d44a1bffff,100,0,6,2,2,1,1,7,73,8,0,High-area,7.0,1.0,73.0,6.0,Business_and_Services
2315,83376,891f8d44ac3ffff,100,0,5,0,0,0,1,14,54,26,0,High-area,14.0,0.0,54.0,5.0,Business_and_Services
2384,85891,891f8d44847ffff,100,0,3,2,1,0,0,22,44,28,0,High-area,22.0,0.0,44.0,3.0,Business_and_Services
2393,86221,891f8d4592bffff,100,0,8,6,0,3,0,21,57,5,0,High-area,21.0,3.0,57.0,8.0,Business_and_Services
2427,87347,891f8d459d7ffff,100,0,1,1,0,0,0,5,91,2,0,High-area,5.0,0.0,91.0,1.0,Business_and_Services
2435,87590,891f8d459d3ffff,100,0,0,1,0,0,1,2,78,18,0,High-area,2.0,0.0,78.0,0.0,Business_and_Services
2455,88451,891f8d44a27ffff,100,0,0,1,1,0,0,9,72,17,0,High-area,9.0,0.0,72.0,0.0,Business_and_Services
2460,88746,891f8d7a4b7ffff,100,0,4,1,1,0,0,4,79,10,1,High-area,4.0,0.0,79.0,4.0,Business_and_Services
2469,89116,891f8d7a493ffff,100,0,3,0,1,0,0,21,63,12,0,High-area,21.0,0.0,63.0,3.0,Business_and_Services
621,21302,891f8d7a49bffff,99,0,11,2,3,2,0,40,23,18,0,High-area,40.4,2.02,23.23,11.11,Shopping_percent
757,26574,891f8d441abffff,99,0,9,0,0,2,2,69,12,5,0,High-area,69.7,2.02,12.12,9.09,Shopping_percent
898,31448,891f8d45183ffff,99,0,4,1,1,2,1,32,29,29,0,High-area,32.32,2.02,29.29,4.04,Shopping_percent
