,Unnamed: 0,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
2288,82272.0,891f8d45d5bffff,97.0,1.0,2.0,0.0,0.0,1.0,0.0,13.0,69.0,12.0,0.0,High-area,13.4,1.03,71.13,2.06,Business_percent
2293,82479.0,891f8d44bdbffff,99.0,2.0,13.0,4.0,5.0,1.0,0.0,25.0,43.0,8.0,0.0,High-area,25.25,1.01,43.43,13.13,Business_percent
2303,82821.0,891f8d442a3ffff,58.0,1.0,1.0,0.0,0.0,0.0,4.0,10.0,38.0,4.0,1.0,High-area,17.24,0.0,65.52,1.72,Business_percent
2304,82879.0,891f8d44a53ffff,94.0,2.0,3.0,5.0,2.0,1.0,0.0,5.0,60.0,18.0,0.0,High-area,5.32,1.06,63.83,3.19,Business_percent
2305,82973.0,891f8d44c7bffff,28.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,9.0,8.0,0.0,Low-area,14.29,0.0,32.14,21.43,Business_percent
2308,83034.0,891f8d7a50fffff,97.0,1.0,13.0,1.0,2.0,1.0,1.0,27.0,43.0,8.0,1.0,High-area,27.84,1.03,44.33,13.4,Business_percent
2316,83476.0,891f8d45083ffff,50.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,36.0,1.0,0.0,High-area,20.0,0.0,72.0,4.0,Business_percent
2334,84055.0,891f8d732c7ffff,64.0,1.0,1.0,1.0,0.0,0.0,1.0,13.0,40.0,8.0,0.0,High-area,20.31,0.0,62.5,1.56,Business_percent
2338,84152.0,891f8d44d2bffff,7.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,Low-area,14.29,14.29,42.86,0.0,Business_percent
2342,84205.0,891f8d45e0fffff,55.0,1.0,1.0,2.0,0.0,2.0,0.0,6.0,26.0,17.0,1.0,High-area,10.91,3.64,47.27,1.82,Business_percent
2371,85267.0,891f8d7b4d3ffff,99.0,2.0,1.0,0.0,2.0,4.0,0.0,10.0,77.0,4.0,1.0,High-area,10.1,4.04,77.78,1.01,Business_percent
2374,85370.0,891f8d714c7ffff,84.0,2.0,7.0,3.0,0.0,3.0,1.0,21.0,43.0,6.0,0.0,High-area,25.0,3.57,51.19,8.33,Business_percent
2375,85454.0,891f8d46e2fffff,73.0,2.0,5.0,0.0,0.0,2.0,0.0,12.0,51.0,3.0,0.0,High-area,16.44,2.74,69.86,6.85,Business_percent
2383,85888.0,891f8d7367bffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Low-area,66.67,0.0,33.33,0.0,Shopping_percent
2390,86059.0,891f8d45b8fffff,99.0,1.0,4.0,0.0,0.0,2.0,3.0,24.0,53.0,13.0,0.0,High-area,24.24,2.02,53.54,4.04,Business_percent
2414,86824.0,891f8d45e2bffff,59.0,1.0,2.0,0.0,2.0,1.0,0.0,12.0,30.0,12.0,0.0,High-area,20.34,1.69,50.85,3.39,Business_percent
2416,86889.0,891f8d45bd7ffff,70.0,1.0,2.0,0.0,0.0,2.0,1.0,12.0,40.0,13.0,0.0,High-area,17.14,2.86,57.14,2.86,Business_percent
2421,87042.0,891f8d45d83ffff,90.0,2.0,10.0,0.0,0.0,1.0,1.0,19.0,50.0,9.0,0.0,High-area,21.11,1.11,55.56,11.11,Business_percent
2425,87220.0,891f8d45c63ffff,98.0,1.0,3.0,1.0,1.0,3.0,1.0,20.0,61.0,7.0,1.0,High-area,20.41,3.06,62.24,3.06,Business_percent
2429,87459.0,891f8d7a0dbffff,68.0,1.0,8.0,0.0,1.0,1.0,3.0,9.0,35.0,11.0,0.0,High-area,13.24,1.47,51.47,11.76,Business_percent
2436,87690.0,891f8d44b5bffff,91.0,1.0,1.0,0.0,6.0,2.0,4.0,7.0,64.0,7.0,0.0,High-area,7.69,2.2,70.33,1.1,Business_percent
2450,88238.0,891f8d472a7ffff,24.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,10.0,11.0,0.0,Low-area,4.17,8.33,41.67,0.0,Business_percent
2456,88551.0,891f8d458c3ffff,50.0,1.0,3.0,0.0,1.0,1.0,0.0,12.0,29.0,4.0,0.0,High-area,24.0,2.0,58.0,6.0,Business_percent
