,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,is_station
53526,89196952243ffff,79,4,1,0,1,0,0,6,58,13,0,High-area,True
53605,8919695329bffff,20,1,0,2,0,2,0,5,9,2,0,Low-area,True
53631,891969c9973ffff,9,1,2,1,0,0,1,1,4,0,0,Low-area,True
53640,891969c8adbffff,36,3,0,1,1,4,0,9,14,7,0,High-area,True
53676,891969530c7ffff,48,2,0,0,0,1,3,4,35,5,0,High-area,True
53725,8919695308fffff,97,1,13,3,1,2,2,8,61,7,0,High-area,True
53822,89196826bafffff,41,1,1,1,1,1,0,3,24,10,0,High-area,True
53865,891969520c7ffff,92,2,5,2,2,2,1,16,54,10,0,High-area,True
53957,8919695369bffff,14,1,0,0,0,2,0,2,7,3,0,Low-area,True
53971,891969c8ac3ffff,78,3,6,1,0,5,0,26,28,12,0,High-area,True
54050,8919695350fffff,93,4,7,7,1,1,4,0,61,12,0,High-area,True
54146,891969c9c4fffff,8,1,0,0,0,0,0,2,6,0,0,Low-area,True
54161,8919695041bffff,73,3,7,0,4,1,0,15,43,3,0,High-area,True
54234,891969523d7ffff,52,3,4,2,0,0,2,16,22,6,0,High-area,True
54286,8919695045bffff,42,2,0,1,1,0,1,10,24,5,0,High-area,True
54328,891969c9837ffff,73,1,6,2,2,0,0,25,29,9,0,High-area,True
54401,891969c9873ffff,53,2,2,2,1,0,1,8,38,1,0,High-area,True
54454,891969c982bffff,97,1,3,2,1,0,0,15,68,8,0,High-area,True
54552,891969c9883ffff,33,2,1,2,0,1,0,6,18,5,0,High-area,True
54586,891969cd633ffff,87,3,13,1,2,0,1,8,51,11,0,High-area,True
54673,8919695228bffff,82,3,11,1,2,2,0,24,35,7,0,High-area,True
54764,8919695264bffff,88,2,3,3,1,0,8,10,56,7,0,High-area,True
54852,89196826ba7ffff,96,1,14,1,0,0,0,64,11,6,0,High-area,True
54958,891969c9e23ffff,86,7,8,1,0,0,0,17,48,12,0,High-area,True
55044,89196826e27ffff,2,2,0,0,0,0,0,0,2,0,0,Low-area,True
55046,89196953023ffff,82,6,1,2,0,0,4,5,58,12,0,High-area,True
55174,8919682699bffff,14,4,1,0,0,0,0,5,8,0,0,Low-area,True
55188,89196824d0bffff,13,2,0,0,1,3,0,2,7,0,0,Low-area,True
55201,891969530abffff,95,2,6,2,0,0,0,12,65,10,0,High-area,True
55296,891969c9eabffff,35,2,1,1,0,4,1,2,23,3,0,High-area,True
55332,891969536c3ffff,40,2,0,0,3,3,0,5,22,7,0,High-area,True
55372,891969522d7ffff,87,2,2,2,1,1,0,15,51,15,0,High-area,True
55562,891969523d3ffff,41,7,3,1,2,0,0,8,23,4,0,High-area,True
55639,891969c9a8fffff,48,8,4,4,0,0,2,4,30,4,0,High-area,True
55687,891969504dbffff,56,3,1,2,0,1,0,12,33,7,0,High-area,True
55743,89196952093ffff,66,2,2,1,0,1,1,4,51,6,0,High-area,True
55810,8919695305bffff,45,3,5,0,0,4,0,12,19,5,0,High-area,True
55856,8919695044fffff,29,1,0,0,0,0,1,3,22,3,0,Low-area,True
55885,89196826963ffff,51,2,2,0,2,2,2,18,20,5,0,High-area,True
55940,89196826903ffff,97,3,4,0,0,3,1,6,78,5,0,High-area,True
56135,891969c9b57ffff,92,1,18,6,1,0,1,23,41,2,0,High-area,True
56227,891969c9bb7ffff,67,2,8,14,2,3,1,2,32,5,0,High-area,True
56294,891969532bbffff,10,1,0,0,0,0,0,3,6,1,0,Low-area,True
56309,8919695352bffff,76,3,1,0,0,0,0,15,52,8,0,High-area,True
56513,89196952617ffff,91,1,0,4,6,1,2,7,59,12,0,High-area,True
56604,8919695254bffff,21,1,2,0,0,1,0,3,13,1,1,Low-area,True
56707,891969c9b37ffff,79,1,3,1,2,1,2,10,48,12,0,High-area,True
56800,8919695068bffff,52,4,2,0,1,1,2,10,29,7,0,High-area,True
56852,8919695326fffff,19,1,0,0,0,0,1,2,13,3,0,Low-area,True
56871,89196952057ffff,28,2,0,0,1,0,1,4,13,9,0,Low-area,True
56899,891968269abffff,42,4,1,0,3,2,1,3,31,1,0,High-area,True
56946,8919682499bffff,59,2,0,0,0,2,0,12,41,4,0,High-area,True
57008,89196952413ffff,62,4,1,3,0,0,0,4,47,7,0,High-area,True
57070,89196824dabffff,81,1,9,3,0,0,1,27,36,5,0,High-area,True
57151,89196950457ffff,75,3,5,0,1,1,1,18,38,11,0,High-area,True
57228,8919695352fffff,78,4,0,2,3,1,1,4,53,14,0,High-area,True
57312,8919695311bffff,43,2,5,2,4,0,0,0,19,13,0,High-area,True
57355,89196826b1bffff,6,1,0,0,0,0,0,1,4,1,0,Low-area,True
57361,891968249cbffff,50,3,0,0,1,0,0,8,33,8,0,High-area,True
57411,89196826ba3ffff,58,3,5,1,0,2,1,13,32,4,0,High-area,True
57469,891968269afffff,69,2,5,2,3,2,1,11,37,8,0,High-area,True
57549,8919695255bffff,22,1,0,1,0,1,0,2,15,2,1,Low-area,True
57592,8919695318bffff,82,3,0,0,1,0,0,7,65,9,0,High-area,True
57674,89196952273ffff,80,4,3,1,3,3,1,13,40,16,0,High-area,True
57754,891969c9937ffff,96,1,7,1,1,2,2,14,57,12,0,High-area,True
57850,891969504cfffff,29,1,0,1,0,0,0,8,14,6,0,Low-area,True
57879,891969c98abffff,68,3,6,3,2,1,0,11,39,6,0,High-area,True
58052,891969c9a1bffff,84,1,6,6,0,1,3,25,36,7,0,High-area,True
58136,89196953293ffff,52,2,2,1,0,2,1,10,33,3,0,High-area,True
58188,8919695225bffff,74,4,5,0,6,0,3,1,50,9,0,High-area,True
58262,89196824d23ffff,86,4,5,2,3,4,0,33,29,10,0,High-area,True
58349,8919695244bffff,96,2,0,0,2,0,1,12,77,4,0,High-area,True
58445,89196953477ffff,76,3,1,4,3,1,0,8,51,8,0,High-area,True
58521,891969525a7ffff,22,2,1,0,0,1,0,3,15,2,0,Low-area,True
58543,891969c8a8bffff,18,1,0,0,0,3,0,1,13,1,0,Low-area,True
58561,89196953033ffff,88,2,8,1,1,0,2,31,42,3,0,High-area,True
58649,8919682698fffff,84,3,1,1,2,1,0,14,63,2,0,High-area,True
58734,89196953573ffff,92,4,6,1,1,0,1,11,63,9,0,High-area,True
58826,891969535a3ffff,99,2,7,3,4,0,1,29,47,7,1,High-area,True
58928,8919695209bffff,86,3,0,7,0,3,0,19,42,15,0,High-area,True
59014,891969504d3ffff,99,3,1,3,1,0,1,3,84,6,0,High-area,True
59113,89196953443ffff,77,5,4,3,1,0,1,14,49,5,0,High-area,True
59190,891969531bbffff,97,3,1,2,0,0,2,9,80,3,0,High-area,True
59311,891969c9bdbffff,92,3,1,5,5,0,6,10,64,1,0,High-area,True
59403,891969c9a03ffff,74,2,2,2,5,2,0,7,49,7,0,High-area,True
59477,89196953093ffff,87,3,3,2,1,0,1,18,49,13,0,High-area,True
59566,891969c9dafffff,36,1,1,2,0,2,0,6,20,5,0,High-area,True
59602,8919695326bffff,76,4,1,1,2,1,1,16,48,6,0,High-area,True
59678,89196953427ffff,69,3,2,6,2,2,3,3,41,10,0,High-area,True
59759,8919695339bffff,92,3,1,2,1,0,0,7,75,6,0,High-area,True
59851,89196953203ffff,58,2,0,0,0,2,2,12,32,10,0,High-area,True
59911,891969530a7ffff,80,2,4,3,0,0,0,10,51,12,0,High-area,True
59991,891969cd62bffff,37,2,0,2,0,0,0,4,30,1,0,High-area,True
60028,891969520c3ffff,92,4,15,3,1,1,0,20,43,9,0,High-area,True
60149,891969536afffff,73,4,6,2,3,6,2,16,33,5,0,High-area,True
60222,89196950403ffff,61,2,7,0,2,0,0,7,38,7,0,High-area,True
60283,891968268b3ffff,9,1,0,0,0,0,0,0,9,0,0,Low-area,True
60561,8919695357bffff,91,2,4,1,0,0,2,13,65,6,0,High-area,True
60652,89196826a63ffff,84,1,3,0,0,0,0,23,57,1,0,High-area,True
60746,89196953513ffff,93,2,12,1,2,0,7,43,26,2,0,High-area,True
60850,89196953583ffff,98,2,5,2,9,0,0,26,49,7,0,High-area,True
