,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,is_station
0,891969c9933ffff,89,3,7,1,0,0,0,5,64,12,0,High-area,True
89,8919695268bffff,92,2,3,3,2,1,1,3,70,9,0,High-area,True
181,89196952513ffff,4,0,0,0,1,0,0,0,3,0,0,Low-area,False
185,891969c8aa7ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
186,891969c9d63ffff,31,1,0,0,2,0,1,4,15,9,0,High-area,True
217,89196826b9bffff,7,2,0,0,0,0,0,4,3,0,0,Low-area,True
224,89196824d53ffff,20,0,2,0,0,0,0,1,16,1,0,Low-area,False
244,891969536d3ffff,41,1,1,2,2,2,1,4,28,1,0,High-area,True
285,89196824d13ffff,14,0,0,0,3,0,0,4,4,3,0,Low-area,False
299,891968268a3ffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,False
302,89196953577ffff,85,2,0,1,2,0,2,5,68,7,0,High-area,True
387,891969cd0cbffff,38,4,0,2,0,1,0,5,27,3,0,High-area,True
425,89196824833ffff,8,0,0,0,0,0,0,2,5,0,1,Low-area,False
433,8919682695bffff,32,1,0,3,0,0,0,7,19,3,0,High-area,True
465,8919695308bffff,86,1,4,3,1,0,2,13,58,5,0,High-area,True
551,89196952263ffff,33,3,1,1,1,1,3,8,9,9,0,High-area,True
584,89196824127ffff,10,0,0,0,1,0,0,3,6,0,0,Low-area,False
594,891969c8857ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
595,8919695221bffff,82,1,1,0,2,0,0,18,52,9,0,High-area,True
677,891969514d3ffff,23,0,1,0,2,0,0,0,20,0,0,Low-area,False
700,89196826d03ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
701,891968240b7ffff,3,0,0,0,0,1,0,1,1,0,0,Low-area,False
704,89196826bb3ffff,19,1,0,0,0,1,0,4,13,1,0,Low-area,True
723,89196952053ffff,65,2,1,1,2,2,0,4,41,14,0,High-area,True
788,89196953343ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
789,891968269a3ffff,10,1,0,1,1,0,0,0,6,2,0,Low-area,True
799,89196953527ffff,81,5,1,5,1,0,2,15,46,11,0,High-area,True
880,89196826e5bffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
881,891969c9993ffff,89,1,1,3,2,0,3,3,70,6,1,High-area,True
970,891969c9e07ffff,49,1,0,0,0,0,0,12,35,2,0,High-area,True
1019,89196826987ffff,87,8,1,5,5,0,1,15,56,4,0,High-area,True
1106,891969c9b47ffff,93,2,8,8,12,0,3,14,43,5,0,High-area,True
1199,89196952023ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
1200,8919695248fffff,63,2,1,0,0,0,0,10,50,2,0,High-area,True
1263,891969cd623ffff,92,5,4,1,1,3,0,25,48,10,0,High-area,True
1355,89196824db7ffff,14,1,0,0,0,0,0,1,12,1,0,Low-area,True
1369,891969530c3ffff,52,1,1,3,1,2,0,9,32,4,0,High-area,True
1421,89196952637ffff,72,3,1,3,3,2,1,7,46,9,0,High-area,True
1493,891969532abffff,23,3,0,0,0,0,0,3,17,3,0,Low-area,True
1516,89196950417ffff,6,0,0,0,0,1,0,0,5,0,0,Low-area,False
1522,8919695205bffff,68,4,7,2,1,0,0,5,44,9,0,High-area,True
1590,89196824dcbffff,9,0,0,1,0,0,0,1,7,0,0,Low-area,False
1599,89196826b37ffff,53,1,5,2,0,7,0,9,25,5,0,High-area,True
1652,891969c9ebbffff,19,1,0,1,0,2,1,3,9,3,0,Low-area,True
1671,891969532a7ffff,33,0,2,5,0,2,3,4,12,5,0,High-area,False
1704,89196953643ffff,6,0,0,0,0,0,4,1,1,0,0,Low-area,False
1710,891969cd053ffff,60,4,0,1,0,2,1,8,46,2,0,High-area,True
1770,891969521dbffff,68,3,0,0,1,1,1,14,45,6,0,High-area,True
1838,89196824dc7ffff,2,0,0,0,1,0,0,0,0,1,0,Low-area,False
1840,89196953187ffff,54,3,6,2,1,1,0,7,31,6,0,High-area,True
1894,891969c8b0fffff,2,0,0,1,0,0,0,0,0,1,0,Low-area,False
1896,89196826d17ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
1898,891968241b3ffff,14,0,0,0,0,0,0,5,9,0,0,Low-area,False
1912,8919682450fffff,3,0,0,0,0,0,0,2,1,0,0,Low-area,False
1915,8919682454fffff,3,0,0,1,0,0,0,0,2,0,0,Low-area,False
1918,891969c9e3bffff,91,5,2,3,0,0,0,14,63,9,0,High-area,True
2009,891969c98d3ffff,18,3,0,0,0,0,2,1,12,3,0,Low-area,True
2027,891969c9c07ffff,21,3,0,0,1,2,0,1,17,0,0,Low-area,True
2048,89196952683ffff,70,3,8,6,3,3,4,6,32,8,0,High-area,True
2118,8919695342fffff,90,2,4,11,4,0,0,19,47,5,0,High-area,True
2208,8919695310fffff,4,0,0,0,0,0,0,0,1,3,0,Low-area,False
2212,891969c9d67ffff,38,1,0,0,2,2,0,3,27,4,0,High-area,True
2250,891969520bbffff,66,4,5,2,1,1,2,6,38,11,0,High-area,True
2316,891969c9d13ffff,47,2,0,3,1,1,1,8,23,10,0,High-area,True
2363,8919682480bffff,6,0,0,0,0,0,0,2,2,2,0,Low-area,False
2369,891969c8b4fffff,10,0,0,1,0,1,0,3,3,2,0,Low-area,False
2379,891969c9e37ffff,56,1,0,1,0,1,0,13,35,6,0,High-area,True
2435,89196826dabffff,8,0,0,0,0,0,0,1,7,0,0,Low-area,False
2443,8919695222bffff,14,0,0,0,4,0,0,0,6,4,0,Low-area,False
2457,89196953063ffff,71,2,4,0,0,2,0,19,36,10,0,High-area,True
2528,891969514a3ffff,31,0,1,0,1,0,0,9,15,5,0,High-area,False
2559,89196953587ffff,99,0,10,2,4,0,1,16,59,7,0,High-area,False
2658,8919695314bffff,35,1,1,1,0,0,2,1,12,18,0,High-area,True
2693,891969525d3ffff,9,0,1,1,1,0,0,0,5,0,1,Low-area,False
2702,891969c9c2fffff,20,1,0,0,0,1,0,1,12,6,0,Low-area,True
2722,89196824d63ffff,38,1,0,0,0,2,0,7,27,2,0,High-area,True
2760,89196953257ffff,18,2,0,0,1,1,0,4,10,2,0,Low-area,True
2778,891969531d7ffff,90,2,1,0,1,2,0,19,59,8,0,High-area,True
2868,891969cd057ffff,3,0,0,1,0,0,0,0,2,0,0,Low-area,False
2871,891969c8147ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
2872,891969c8b2fffff,93,3,4,2,1,1,2,15,57,10,1,High-area,True
2965,89196824c3bffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,False
2968,891969531a7ffff,8,1,0,0,0,0,0,0,2,6,0,Low-area,True
2976,89196824d83ffff,15,0,1,1,0,1,0,0,3,9,0,Low-area,False
2991,891968245bbffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,False
2992,89196952237ffff,14,0,1,0,0,0,0,3,8,2,0,Low-area,False
3006,89196952667ffff,89,4,14,2,2,1,5,5,46,14,0,High-area,True
3095,891969c8cb3ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
3096,8919695246bffff,68,2,4,2,2,1,2,8,44,5,0,High-area,True
3164,89196953043ffff,75,1,0,0,1,1,1,10,57,5,0,High-area,True
3239,89196952357ffff,9,2,0,0,0,0,0,2,7,0,0,Low-area,True
3248,8919695301bffff,38,2,0,2,0,1,2,10,18,5,0,High-area,True
3286,891969c9d07ffff,56,2,3,1,1,5,0,13,28,5,0,High-area,True
3342,8919695266fffff,98,1,9,4,4,0,0,29,38,13,1,High-area,True
3440,89196826a93ffff,9,0,0,0,0,0,0,2,7,0,0,Low-area,False
3449,89196824417ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,False
3450,891969c9aa7ffff,97,0,5,3,0,0,1,12,71,5,0,High-area,False
3547,891969530b7ffff,97,2,2,1,1,0,0,6,83,4,0,High-area,True
3644,8919695200bffff,12,0,0,0,0,1,0,3,6,2,0,Low-area,False
3656,89196953173ffff,60,2,6,0,1,0,0,11,24,18,0,High-area,True
3716,891969c9983ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
3717,89196953597ffff,94,0,15,4,1,0,5,13,50,6,0,High-area,False
3811,89196826da7ffff,7,0,0,0,0,0,0,0,7,0,0,Low-area,False
3818,891969c8acfffff,59,3,6,1,0,1,0,21,25,5,0,High-area,True
3877,891969c99cbffff,37,1,2,1,1,2,0,3,21,7,0,High-area,True
3914,8919682400fffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
3915,891969c9e2bffff,45,2,2,0,1,0,0,3,36,3,0,High-area,True
3960,89196952677ffff,86,3,6,2,1,0,1,11,55,10,0,High-area,True
4046,891969c9c27ffff,16,0,0,0,0,0,0,0,11,5,0,Low-area,False
4062,891969521cbffff,57,2,2,5,0,0,0,21,24,5,0,High-area,True
4119,891969c9957ffff,91,1,5,6,2,3,2,18,41,14,0,High-area,True
4210,8919682419bffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
4211,891969535a7ffff,99,1,12,3,0,0,2,51,27,4,0,High-area,True
4310,891969c9a4fffff,17,0,3,0,0,0,0,7,6,1,0,Low-area,False
4327,891969c9eafffff,33,2,1,2,0,7,0,5,16,2,0,High-area,True
4360,891968269cbffff,12,2,0,0,1,0,0,8,3,0,0,Low-area,True
4372,89196824d57ffff,30,0,1,1,0,0,0,4,24,0,0,High-area,False
4402,89196953523ffff,86,3,5,2,0,0,0,35,38,6,0,High-area,True
4488,89196953153ffff,84,6,14,4,3,1,1,15,36,10,0,High-area,True
4572,89196953637ffff,82,3,9,3,2,2,1,16,39,10,0,High-area,True
4654,89196952267ffff,3,0,0,1,0,0,0,0,1,1,0,Low-area,False
4657,891969536c7ffff,44,1,3,1,1,3,0,5,24,7,0,High-area,True
4701,891969524d7ffff,88,3,0,2,1,0,3,4,69,9,0,High-area,True
4789,8919695262bffff,90,1,12,3,0,0,0,26,35,14,0,High-area,True
4879,89196824d73ffff,99,1,2,0,7,0,1,17,59,12,1,High-area,True
4978,891969cd04bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
4980,891969c9b0bffff,99,1,15,2,4,0,6,47,20,5,0,High-area,True
5079,891969c9e6fffff,29,4,2,0,1,0,3,5,17,1,0,Low-area,True
5108,8919695224bffff,27,0,0,0,3,1,1,2,14,6,0,Low-area,False
5135,89196824d7bffff,94,2,8,1,1,2,0,34,47,1,0,High-area,True
5229,891969c9b97ffff,53,0,4,12,1,1,1,3,27,4,0,High-area,False
5282,89196953087ffff,97,2,19,8,2,0,4,20,39,5,0,High-area,True
5379,891969c994fffff,9,0,2,0,1,0,1,1,2,2,0,Low-area,False
5388,89196826a33ffff,10,1,1,0,0,1,0,5,3,0,0,Low-area,True
5398,891969c9b6bffff,98,0,6,3,16,0,1,27,39,6,0,High-area,False
5496,89196826a0bffff,7,0,2,0,0,0,0,1,4,0,0,Low-area,False
5503,89196953663ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
5504,891969cd627ffff,65,3,1,0,0,2,1,10,41,10,0,High-area,True
5569,89196952493ffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,False
5570,891969c9a2fffff,82,2,0,2,3,0,1,15,48,13,0,High-area,True
5652,891969c982fffff,69,1,8,4,3,0,4,16,30,4,0,High-area,True
5721,891969c9bd7ffff,93,4,7,5,2,0,3,11,61,4,0,High-area,True
5814,89196826d4fffff,6,0,0,0,0,0,0,1,5,0,0,Low-area,False
5820,891969c8e4fffff,9,0,0,1,0,1,0,0,7,0,0,Low-area,False
5829,891969c9e97ffff,38,2,1,0,0,1,1,8,25,2,0,High-area,True
5867,891969c989bffff,50,3,1,0,0,3,0,5,32,9,0,High-area,True
5917,89196824d2fffff,60,3,0,1,0,4,0,6,45,4,0,High-area,True
5977,89196824437ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
5979,8919695263bffff,88,1,14,1,0,2,2,13,49,7,0,High-area,True
6067,891969c9b03ffff,93,3,9,14,3,2,6,6,49,4,0,High-area,True
6160,89196824d47ffff,32,0,1,0,2,2,0,7,14,6,0,High-area,False
6192,89196826b0bffff,63,3,2,0,1,6,0,19,30,5,0,High-area,True
6255,891969514c7ffff,16,1,0,0,0,0,2,6,8,0,0,Low-area,True
6271,891969c9aafffff,86,2,6,0,4,3,1,10,60,2,0,High-area,True
6357,89196953227ffff,13,1,0,0,0,0,2,2,6,3,0,Low-area,True
6370,891968248abffff,4,0,0,0,0,0,0,3,0,0,1,Low-area,False
6374,89196952453ffff,84,2,2,3,0,1,2,10,55,11,0,High-area,True
6458,891969c9d2bffff,28,3,0,1,1,2,1,4,17,2,0,Low-area,True
6486,891969c8363ffff,4,0,0,0,0,0,1,0,1,2,0,Low-area,False
6490,89196953077ffff,73,2,4,0,1,4,2,26,33,3,0,High-area,True
6563,891969c9e5bffff,27,1,0,1,0,0,0,10,16,0,0,Low-area,True
6590,891969c912fffff,33,0,0,0,0,0,0,6,24,3,0,High-area,False
6623,89196952423ffff,6,0,0,2,1,0,1,0,2,0,0,Low-area,False
6629,8919695304bffff,52,3,10,1,0,2,0,12,23,4,0,High-area,True
6681,8919695362fffff,65,3,13,1,3,0,0,11,34,3,0,High-area,True
6746,891969c9337ffff,9,0,1,0,1,0,0,3,2,2,0,Low-area,False
6755,891969522b3ffff,70,4,6,1,2,1,2,7,38,13,0,High-area,True
6825,891969c9d0bffff,76,0,12,5,1,1,0,35,18,4,0,High-area,False
6901,891969536cbffff,45,3,3,1,2,3,2,7,22,5,0,High-area,True
6946,891969522cfffff,86,5,5,0,1,0,1,14,53,12,0,High-area,True
7032,891969c9a0bffff,17,2,2,2,0,1,1,0,6,5,0,Low-area,True
7049,891969c996fffff,13,2,1,0,1,0,0,1,8,2,0,Low-area,True
7062,89196824dbbffff,72,2,0,1,1,1,2,10,50,7,0,High-area,True
7134,8919695358fffff,98,3,8,5,12,0,4,32,30,7,0,High-area,True
7232,891969c9b3bffff,97,0,17,6,7,0,2,46,12,7,0,High-area,False
7329,891969c9bc7ffff,76,0,5,0,2,3,2,1,57,6,0,High-area,False
7405,891969c9ec3ffff,35,2,0,0,0,1,0,11,19,4,0,High-area,True
7440,891969c881bffff,5,0,0,0,0,0,0,0,3,2,0,Low-area,False
7445,891969521d7ffff,54,2,12,0,0,0,2,12,25,3,0,High-area,True
7499,891969c888bffff,10,0,0,0,0,0,3,0,7,0,0,Low-area,False
7509,89196952353ffff,5,1,1,0,0,0,1,1,2,0,0,Low-area,True
7514,891969c9c2bffff,45,1,3,2,0,1,0,23,14,2,0,High-area,True
7559,891969c9c0bffff,4,1,0,0,0,0,0,0,1,3,0,Low-area,True
7563,891969534dbffff,87,1,2,1,0,1,1,15,53,14,0,High-area,True
7650,89196950483ffff,4,0,0,1,0,0,1,0,2,0,0,Low-area,False
7654,89196952447ffff,90,0,3,3,2,0,2,15,57,8,0,High-area,False
7744,891969c9ecbffff,32,1,0,0,0,0,0,10,20,2,0,High-area,True
7776,891969533a3ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
7777,89196824913ffff,44,3,1,1,0,1,0,7,27,7,0,High-area,True
7821,89196824d9bffff,7,0,1,0,0,2,0,0,0,4,0,Low-area,False
7828,891969533abffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,False
7829,891969c8a4fffff,51,1,1,0,2,0,0,9,33,6,0,High-area,True
7880,891969c9bcbffff,99,0,15,5,0,0,4,46,24,5,0,High-area,False
7979,891969c8e43ffff,5,0,0,0,0,1,0,0,4,0,0,Low-area,False
7984,891969c9963ffff,60,2,1,0,1,0,2,3,49,4,0,High-area,True
8044,891969c9ba7ffff,60,2,15,6,4,3,3,6,18,5,0,High-area,True
8104,89196952257ffff,79,3,7,0,0,0,0,25,40,7,0,High-area,True
8183,89196826a4fffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
8185,891969c9dbbffff,9,0,0,0,0,0,0,2,5,2,0,Low-area,False
8194,891969c8a3bffff,6,0,0,0,1,0,0,0,4,1,0,Low-area,False
8200,891969536b3ffff,21,1,2,1,1,0,0,7,6,4,0,Low-area,True
8221,8919695266bffff,94,0,29,4,0,0,5,34,18,4,0,High-area,False
8315,89196826a37ffff,28,1,0,0,0,0,0,5,21,2,0,Low-area,True
8343,891969cd6afffff,2,0,0,0,0,0,0,0,0,2,0,Low-area,False
8345,8919695334bffff,2,0,0,0,1,1,0,0,0,0,0,Low-area,False
8347,89196826a73ffff,3,0,0,0,0,1,0,1,1,0,0,Low-area,False
8350,89196953277ffff,71,6,3,1,0,3,1,11,38,14,0,High-area,True
8421,8919682680fffff,3,0,0,0,0,1,0,1,1,0,0,Low-area,False
8424,891969c9897ffff,42,3,0,2,0,1,0,4,25,10,0,High-area,True
8466,8919695344fffff,54,2,5,4,1,0,1,9,27,7,0,High-area,True
8520,891969c983bffff,47,1,3,3,1,0,2,6,27,5,0,High-area,True
8567,891969c9a67ffff,76,2,3,3,1,0,1,12,47,9,0,High-area,True
8643,8919695312fffff,89,2,7,0,2,0,0,17,58,5,0,High-area,True
8732,891969c8807ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
8733,89196953103ffff,12,1,0,0,0,1,0,1,5,5,0,Low-area,True
8745,891969cd657ffff,82,4,3,3,0,2,0,11,51,12,0,High-area,True
8827,89196953433ffff,86,3,11,7,1,0,4,11,48,4,0,High-area,True
8913,89196953053ffff,61,5,6,2,0,6,0,8,34,5,0,High-area,True
8974,89196953407ffff,90,1,9,8,2,0,1,17,44,9,0,High-area,True
9064,89196824c6bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
9066,891969525a3ffff,15,0,0,0,0,0,0,7,7,1,0,Low-area,False
9081,891969c9847ffff,22,1,1,2,2,1,0,4,12,0,0,Low-area,True
9103,891969c9807ffff,97,3,2,4,0,0,2,15,68,6,0,High-area,True
9200,89196826947ffff,45,1,0,0,0,0,1,4,36,4,0,High-area,True
9245,89196826967ffff,71,1,4,1,2,4,0,36,22,2,0,High-area,True
9316,89196826977ffff,43,2,3,0,0,0,1,5,32,2,0,High-area,True
9359,891969c9e57ffff,24,0,1,0,0,1,1,6,15,0,0,Low-area,False
9383,891969c8bc7ffff,6,0,2,0,0,1,2,0,1,0,0,Low-area,False
9389,89196826bd7ffff,13,0,0,0,0,0,0,8,5,0,0,Low-area,False
9402,89196953613ffff,36,1,0,0,2,0,0,3,25,6,0,High-area,True
9438,8919695322bffff,29,2,0,0,1,2,0,8,12,6,0,Low-area,True
9467,891969c9177ffff,18,1,1,1,0,0,0,2,11,3,0,Low-area,True
9485,89196952603ffff,94,2,1,7,0,1,1,8,70,6,0,High-area,True
9579,89196952573ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
9580,89196826b2fffff,12,1,0,1,0,0,0,5,5,1,0,Low-area,True
9592,89196824dafffff,77,2,1,0,1,2,1,39,24,9,0,High-area,True
9669,891969c8b1bffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
9671,891969c9a4bffff,53,2,1,2,1,1,0,8,33,7,0,High-area,True
9724,8919695330bffff,3,0,0,0,0,0,0,0,0,2,1,Low-area,False
9727,89196953503ffff,96,2,9,4,11,2,4,6,52,8,0,High-area,True
9823,89196826d73ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
9824,891969cab43ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
9826,891969c9987ffff,4,0,0,0,1,0,0,0,3,0,0,Low-area,False
9830,89196826d43ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
9832,8919682454bffff,13,0,0,6,1,0,1,0,4,1,0,Low-area,False
9845,89196826827ffff,6,0,0,0,0,0,0,3,3,0,0,Low-area,False
9851,891968240b3ffff,8,0,0,6,1,0,0,0,1,0,0,Low-area,False
9859,8919695258fffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
9861,891969c985bffff,54,1,3,13,3,0,1,13,20,1,0,High-area,True
9915,89196824d3bffff,56,1,0,0,0,4,1,10,36,5,0,High-area,True
9971,891969505d3ffff,10,0,0,0,0,0,0,1,8,1,0,Low-area,False
9981,891969c8b47ffff,19,3,2,1,0,0,0,2,10,3,1,Low-area,True
10000,891969c9b53ffff,90,0,4,5,4,0,1,24,41,11,0,High-area,False
10090,89196824cbbffff,3,0,0,0,0,0,0,0,1,2,0,Low-area,False
10093,891969c9a87ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
10094,891969c9ec7ffff,33,1,1,0,0,2,2,6,19,3,0,High-area,True
10127,891968249abffff,53,0,5,0,1,0,2,14,25,6,0,High-area,False
10180,891968268a7ffff,9,0,0,1,0,1,0,2,4,1,0,Low-area,False
10189,89196953007ffff,88,0,5,2,1,2,1,15,49,13,0,High-area,False
10277,891969534bbffff,67,3,1,5,0,3,1,4,43,10,0,High-area,True
10344,891969536cfffff,22,2,1,1,2,1,1,2,13,1,0,Low-area,True
10366,891969c9dd7ffff,5,0,1,0,0,0,0,2,0,2,0,Low-area,False
10371,89196953397ffff,90,2,4,2,0,0,3,12,65,3,1,High-area,True
10461,89196824c43ffff,6,0,0,0,0,0,0,1,4,1,0,Low-area,False
10467,891969c9ea3ffff,30,2,0,0,0,0,0,4,20,6,0,High-area,True
10497,89196950407ffff,24,1,0,0,1,0,0,2,21,0,0,Low-area,True
10521,891969521d3ffff,50,1,0,1,0,1,1,5,35,7,0,High-area,True
10571,891969cd643ffff,74,2,5,1,0,0,1,29,32,6,0,High-area,True
10645,891969533c7ffff,1,1,0,0,0,0,0,0,1,0,0,Low-area,True
10646,891969c9d57ffff,26,2,1,0,0,1,2,5,6,11,0,Low-area,True
10672,89196952487ffff,13,0,0,6,1,0,0,2,3,1,0,Low-area,False
10685,8919695200fffff,25,1,0,0,0,1,1,5,12,6,0,Low-area,True
10710,8919695358bffff,99,0,51,18,1,0,5,8,12,3,1,High-area,False
10809,89196824133ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
10811,891969532b3ffff,24,1,1,0,0,0,0,10,10,3,0,Low-area,True
10835,89196824c8fffff,2,0,1,0,0,0,1,0,0,0,0,Low-area,False
10837,891969c8d4bffff,2,0,0,0,0,2,0,0,0,0,0,Low-area,False
10839,891969524c7ffff,91,3,0,2,3,1,3,4,70,8,0,High-area,True
10930,891969c9dcbffff,53,4,0,1,0,1,1,5,41,4,0,High-area,True
10983,891969c8e07ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
10984,8919695226fffff,54,3,5,0,3,5,3,7,29,2,0,High-area,True
11038,89196824887ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
11039,89196953267ffff,31,2,0,0,0,1,0,7,16,7,0,High-area,True
11070,891969c8b5bffff,20,3,3,0,0,0,0,3,11,3,0,Low-area,True
11090,891969cd663ffff,24,2,0,0,0,0,0,3,19,1,1,Low-area,True
11114,891969cd607ffff,16,1,0,1,0,1,0,1,13,0,0,Low-area,True
11130,89196952593ffff,90,4,0,1,0,0,2,15,63,9,0,High-area,True
11220,89196826d1bffff,4,0,0,0,0,0,0,2,2,0,0,Low-area,False
11224,891968249cfffff,38,1,0,1,0,0,1,8,26,2,0,High-area,True
11262,89196826d83ffff,5,0,0,0,1,0,0,0,4,0,0,Low-area,False
11267,89196953147ffff,23,0,0,1,0,2,0,3,15,2,0,Low-area,False
11290,8919682498bffff,59,2,0,0,0,2,0,21,29,7,0,High-area,True
11349,891969c93a7ffff,6,0,0,0,0,0,0,2,4,0,0,Low-area,False
11355,89196953027ffff,97,2,0,1,0,0,0,17,69,10,0,High-area,True
11452,89196953633ffff,47,1,0,1,0,4,0,10,28,4,0,High-area,True
11499,891969c9c33ffff,21,2,0,2,0,1,0,2,16,0,0,Low-area,True
11520,891969c8a1bffff,34,1,0,0,0,1,1,13,18,1,0,High-area,True
11554,891969526a7ffff,85,2,13,3,1,1,0,16,38,13,0,High-area,True
11639,89196953017ffff,81,2,2,0,1,1,2,12,56,7,0,High-area,True
11720,89196826ecbffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,False
11724,89196826a67ffff,33,0,0,0,0,0,0,8,25,0,0,High-area,False
11757,891969520cbffff,76,4,8,2,1,0,1,16,41,7,0,High-area,True
11833,891969c8b0bffff,3,0,1,0,0,0,0,0,1,1,0,Low-area,False
11836,89196826eabffff,4,1,0,0,0,0,0,0,4,0,0,Low-area,True
11840,89196953387ffff,97,3,4,2,2,0,0,16,67,6,0,High-area,True
11937,891969c9853ffff,63,0,1,16,2,0,8,8,22,6,0,High-area,False
12000,891969cd637ffff,68,5,6,0,0,1,1,27,25,8,0,High-area,True
12068,89196826327ffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,False
12072,891969520a7ffff,27,0,0,0,0,0,0,2,19,6,0,Low-area,False
12099,89196824517ffff,2,0,0,0,1,0,0,0,1,0,0,Low-area,False
12101,89196826a23ffff,73,0,0,0,0,2,0,21,47,3,0,High-area,False
12174,891969cd60fffff,82,3,4,4,1,0,1,13,46,13,0,High-area,True
12256,891968269cfffff,48,3,0,0,0,1,0,6,37,4,0,High-area,True
12304,89196826bcbffff,7,0,0,0,0,0,0,1,6,0,0,Low-area,False
12311,891969c9ed7ffff,31,1,0,0,0,3,0,8,17,3,0,High-area,True
12342,89196952407ffff,34,1,0,2,0,3,0,3,22,4,0,High-area,True
12376,891969c8ad7ffff,26,1,0,2,0,4,0,4,13,3,0,Low-area,True
12402,891969523cbffff,10,2,0,1,0,0,1,2,6,0,0,Low-area,True
12412,89196824c4fffff,12,0,0,0,0,0,0,0,10,2,0,Low-area,False
12424,8919682697bffff,29,0,0,1,0,1,0,5,16,6,0,Low-area,False
12453,891969c88afffff,2,0,0,0,0,1,0,0,1,0,0,Low-area,False
12455,891969c8a33ffff,24,0,0,0,1,0,1,1,17,4,0,Low-area,False
12479,89196824d5bffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
12480,891969c895bffff,12,0,0,0,0,1,0,0,10,1,0,Low-area,False
12492,891969c998fffff,55,0,1,1,2,0,0,18,30,2,1,High-area,False
12547,891969526b7ffff,87,6,8,3,1,0,0,28,40,7,0,High-area,True
12634,89196953067ffff,49,3,0,3,0,1,0,6,35,4,0,High-area,True
12683,89196826a97ffff,21,0,0,1,0,0,0,5,15,0,0,Low-area,False
12704,8919695223bffff,61,4,3,1,1,1,0,7,31,17,0,High-area,True
12765,8919695356bffff,99,2,2,1,0,0,1,5,76,14,0,High-area,True
12864,891969c9b2bffff,96,0,17,5,4,0,2,16,45,7,0,High-area,False
12960,891969c9167ffff,52,2,5,0,0,1,0,8,29,9,0,High-area,True
13012,891969c9b13ffff,95,2,4,3,7,3,5,12,54,7,0,High-area,True
13107,8919695049bffff,7,0,2,1,0,0,3,1,0,0,0,Low-area,False
13114,8919695345bffff,83,2,9,2,2,3,1,14,41,11,0,High-area,True
13197,891969cd0dbffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
13198,89196826c63ffff,20,2,0,0,0,1,0,3,16,0,0,Low-area,True
13218,891969c8e6fffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
13219,8919695342bffff,92,0,9,4,4,1,0,15,49,10,0,High-area,False
13311,891969c9927ffff,96,1,8,6,2,1,3,9,51,16,0,High-area,True
13407,8919695206fffff,24,1,1,1,0,1,1,9,11,0,0,Low-area,True
13431,891969525cbffff,5,0,0,1,1,0,1,1,1,0,0,Low-area,False
13436,8919682684bffff,5,2,0,0,0,0,0,0,5,0,0,Low-area,True
13441,89196824cb3ffff,25,2,0,0,0,2,0,9,11,3,0,Low-area,True
13466,891969c9d17ffff,63,3,2,0,1,4,1,10,40,5,0,High-area,True
