,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,is_station
51493,891e8042d0bffff,5,0,1,0,0,1,0,1,2,0,0,Low-area,False
51498,891e80543abffff,8,0,0,0,0,0,0,2,6,0,0,Low-area,False
51506,891e80cf00bffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
51507,891e8056247ffff,5,0,0,0,0,0,0,1,4,0,0,Low-area,False
51512,891e805806bffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
51514,891e805234bffff,5,0,0,0,0,1,1,2,1,0,0,Low-area,False
51519,891e805332fffff,13,0,0,0,0,2,1,2,7,1,0,Low-area,False
51532,891e8050567ffff,95,0,26,10,11,0,10,22,13,3,0,High-area,False
51627,891e80425c3ffff,2,0,0,1,0,0,0,0,1,0,0,Low-area,False
51629,891e805162fffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
51630,891e80c8c1bffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
51632,891e800b353ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
51633,891e8054207ffff,12,0,0,0,0,1,0,4,3,4,0,Low-area,False
51645,891e80cd377ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
51646,891e805a887ffff,23,0,1,1,0,5,1,6,8,1,0,Low-area,False
51669,891e80c9827ffff,2,0,0,0,1,0,0,0,1,0,0,Low-area,False
51671,891e80cc583ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
51672,891e8050ed7ffff,96,0,10,7,2,0,5,26,32,14,0,High-area,False
51768,891e8057593ffff,9,0,0,0,0,2,0,1,6,0,0,Low-area,False
51777,891e80cd827ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
51778,891e80534b7ffff,7,0,0,0,0,1,0,2,2,2,0,Low-area,False
51785,891e8051d93ffff,85,0,7,4,1,2,6,31,33,1,0,High-area,False
51870,891e8052033ffff,11,0,0,0,0,1,2,2,4,2,0,Low-area,False
51881,891e8041c37ffff,6,0,0,0,0,0,0,1,5,0,0,Low-area,False
51887,891e80420afffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
51889,891e805b3cbffff,94,1,12,3,2,0,2,38,25,12,0,High-area,True
51983,891e805aec7ffff,2,0,1,0,0,0,0,0,1,0,0,Low-area,False
51985,891e804042fffff,10,0,1,0,0,0,0,5,3,1,0,Low-area,False
51995,891e80cd057ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,False
51997,891e80508c7ffff,72,0,8,1,1,3,0,18,36,5,0,High-area,False
52069,891e8057187ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
52071,891e8053523ffff,8,0,0,0,0,1,1,1,5,0,0,Low-area,False
52079,891e8624b2fffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
52080,891e8051c33ffff,13,1,0,1,0,2,0,2,3,5,0,Low-area,True
52093,891e80cdcbbffff,5,0,0,0,0,1,0,1,2,1,0,Low-area,False
52098,891e805248bffff,25,0,3,0,2,2,0,9,6,3,0,Low-area,False
52123,891e8624b37ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
52124,891e8058003ffff,9,0,0,0,0,0,1,3,4,1,0,Low-area,False
52133,891e804313bffff,5,0,1,0,0,2,0,0,2,0,0,Low-area,False
52138,891e8051b73ffff,16,0,3,1,0,1,0,4,7,0,0,Low-area,False
52154,891e80cac03ffff,2,0,1,0,0,0,0,0,0,1,0,Low-area,False
52156,891e8055dc3ffff,24,0,1,1,0,0,0,9,12,1,0,Low-area,False
52180,891e80cf02bffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,False
52183,891e8055387ffff,99,0,7,0,0,2,0,68,19,3,0,High-area,False
52282,891e80566dbffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
52284,891e805023bffff,35,0,3,1,1,4,1,11,10,4,0,High-area,False
52319,891e805a227ffff,14,0,0,0,0,1,0,5,6,1,1,Low-area,False
52333,891e805292fffff,22,0,0,1,1,2,1,9,8,0,0,Low-area,False
52355,891e8043363ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
52356,891e80503afffff,96,0,14,3,2,1,2,35,32,7,0,High-area,False
52452,891e805844bffff,4,0,0,0,0,1,1,0,2,0,0,Low-area,False
52456,891e8041cb7ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
52457,891e8624973ffff,4,0,0,0,0,0,0,0,3,0,1,Low-area,False
52461,891e8054ca7ffff,5,0,1,0,0,0,0,2,2,0,0,Low-area,False
52466,891e805804bffff,4,0,1,0,0,2,0,0,0,1,0,Low-area,False
52470,891e80520c7ffff,31,0,3,2,2,7,1,3,6,7,0,High-area,False
52501,891e80503d3ffff,95,1,10,4,2,3,0,38,28,10,0,High-area,True
52596,891e805accbffff,8,0,0,0,0,0,0,3,5,0,0,Low-area,False
52604,891e8626847ffff,7,0,1,0,0,0,0,2,2,2,0,Low-area,False
52611,891e805a163ffff,6,0,0,0,2,1,0,2,1,0,0,Low-area,False
52617,891e8050607ffff,9,0,0,0,0,0,4,1,4,0,0,Low-area,False
52626,891e8052ddbffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
52627,891e805712bffff,24,0,0,0,0,0,0,20,3,1,0,Low-area,False
52651,891e80581c3ffff,4,0,1,0,0,0,0,0,3,0,0,Low-area,False
52655,891e80c9123ffff,2,0,1,0,0,0,1,0,0,0,0,Low-area,False
52657,891e80562bbffff,6,0,0,0,0,1,0,2,3,0,0,Low-area,False
52663,891e8050c83ffff,98,0,8,1,0,1,10,26,42,10,0,High-area,False
52761,891e805724fffff,93,0,10,3,0,2,1,37,33,7,0,High-area,False
52854,891e8050057ffff,48,0,3,1,0,1,5,15,16,7,0,High-area,False
52902,891e80422dbffff,13,0,3,0,1,1,1,5,2,0,0,Low-area,False
52915,891e8050473ffff,53,0,0,3,1,0,5,10,27,7,0,High-area,False
52968,891e80511d7ffff,9,0,0,0,0,2,0,4,2,1,0,Low-area,False
52977,891e804301bffff,7,0,0,0,1,0,1,1,3,1,0,Low-area,False
52984,891e8050d3bffff,45,0,3,1,0,1,4,11,21,4,0,High-area,False
53029,891e805226fffff,70,0,3,2,0,1,2,17,39,6,0,High-area,False
53099,891e8042d73ffff,6,0,0,0,0,3,0,1,2,0,0,Low-area,False
53105,891e80504cbffff,13,0,0,0,0,0,0,4,6,3,0,Low-area,False
53118,891e8050143ffff,97,0,10,6,3,1,4,26,34,13,0,High-area,False
53215,891e8041083ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
53216,891e805ac63ffff,11,0,1,0,0,0,1,2,7,0,0,Low-area,False
53227,891e805201bffff,92,0,11,3,2,4,0,42,17,13,0,High-area,False
53319,891e805a547ffff,3,0,0,0,0,0,0,0,0,3,0,Low-area,False
53322,891e8051bb3ffff,23,0,3,1,0,2,0,8,8,1,0,Low-area,False
53345,891e80cd193ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
53346,891e80510c7ffff,4,0,0,1,1,1,0,0,1,0,0,Low-area,False
53350,891e8050e3bffff,95,0,7,0,4,0,2,35,37,10,0,High-area,False
53445,891e8040647ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
53446,891e805a487ffff,7,0,0,0,0,0,0,3,4,0,0,Low-area,False
53453,891e805085bffff,5,0,0,1,2,1,0,0,0,1,0,Low-area,False
53458,891e8043403ffff,6,0,1,0,0,1,0,2,2,0,0,Low-area,False
53464,891e805348fffff,20,0,2,1,0,0,0,11,4,2,0,Low-area,False
53484,891e80c8927ffff,2,0,0,0,0,0,1,1,0,0,0,Low-area,False
53486,891e805753bffff,4,0,0,0,0,0,0,0,3,1,0,Low-area,False
53490,891e805607bffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
53492,891e80cd2cbffff,20,0,0,0,0,1,1,8,7,3,0,Low-area,False
53512,891e805852bffff,40,0,8,1,0,1,3,10,13,4,0,High-area,False
53552,891e8041c2fffff,14,0,2,1,0,1,0,4,6,0,0,Low-area,False
53566,891e8056a4fffff,8,0,0,0,0,0,0,3,2,3,0,Low-area,False
53574,891e805a8dbffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,False
53577,891e80cc29bffff,2,0,0,0,0,0,1,0,1,0,0,Low-area,False
53579,891e8050a4bffff,100,0,6,3,0,0,0,77,8,6,0,High-area,False
53679,891e805728bffff,84,0,7,2,0,2,0,33,36,4,0,High-area,False
53763,891e8052407ffff,19,0,0,1,0,0,0,7,10,1,0,Low-area,False
53782,891e8626da7ffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,False
53785,891e8054c0fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
53786,891e8053013ffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,False
53789,891e8051883ffff,100,0,5,2,0,1,2,23,50,17,0,High-area,False
53889,891e804042bffff,10,0,0,0,0,1,0,6,3,0,0,Low-area,False
53899,891e80cd59bffff,5,0,0,0,0,2,0,3,0,0,0,Low-area,False
53904,891e8055183ffff,8,0,1,1,0,0,0,1,5,0,0,Low-area,False
53912,891e80585cbffff,2,0,0,0,0,0,0,2,0,0,0,Low-area,False
53914,891e80531a7ffff,64,0,8,1,3,1,2,14,27,8,0,High-area,False
53978,891e80ce3cbffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
53979,891e80c897bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
53980,891e80cc6c7ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
53981,891e80c9bdbffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
53982,891e8052cd3ffff,95,0,11,1,0,2,1,26,40,14,0,High-area,False
54077,891e805545bffff,29,0,0,2,0,1,0,9,7,10,0,Low-area,False
54106,891e8052b57ffff,27,0,6,3,2,1,0,2,8,5,0,Low-area,False
54133,891e8050e0fffff,24,0,2,1,0,0,1,6,9,5,0,Low-area,False
54157,891e8052a6fffff,18,0,4,4,1,0,4,1,3,1,0,Low-area,False
54175,891e80556b7ffff,7,0,1,0,0,2,0,2,1,1,0,Low-area,False
54182,891e80570abffff,3,0,1,0,0,0,0,1,1,0,0,Low-area,False
54185,891e8051117ffff,11,0,1,0,0,3,0,2,4,1,0,Low-area,False
54196,891e805110bffff,8,0,0,1,0,0,0,3,4,0,0,Low-area,False
54204,891e805167bffff,2,0,0,0,0,1,0,0,1,0,0,Low-area,False
54206,891e8050a5bffff,4,0,0,0,0,0,0,0,2,2,0,Low-area,False
54210,891e80cded7ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
54211,891e800b067ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
54212,891e805aecbffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,False
54216,891e8052983ffff,45,0,11,5,1,2,3,10,8,5,0,High-area,False
54261,891e8043147ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
54262,891e80ca963ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
54264,891e805843bffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
54265,891e8053227ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
54266,891e8050e17ffff,97,1,19,4,0,4,2,19,40,9,0,High-area,True
54363,891e8052d0fffff,75,0,3,2,0,1,0,38,28,3,0,High-area,False
54438,891e8057663ffff,18,0,0,0,0,0,0,6,11,1,0,Low-area,False
54456,891e8056003ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,False
54458,891e805465bffff,43,0,4,3,0,2,0,11,17,6,0,High-area,False
54501,891e8051e87ffff,13,0,1,0,0,0,0,2,10,0,0,Low-area,False
54514,891e8052b6fffff,7,0,0,0,0,0,1,1,3,2,0,Low-area,False
54521,891e8042db3ffff,19,0,2,1,0,3,1,4,8,0,0,Low-area,False
54540,891e805738bffff,4,0,0,0,0,0,0,1,2,0,1,Low-area,False
54544,891e804644bffff,2,0,1,0,0,0,0,0,0,1,0,Low-area,False
54546,891e80cd1c3ffff,18,0,0,0,0,2,0,9,6,1,0,Low-area,False
54564,891e80ca52bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
54566,891e80cd4d7ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
54567,891e8051b6fffff,45,0,2,3,2,3,1,12,20,2,0,High-area,False
54612,891e80cae07ffff,2,0,0,1,0,0,0,0,1,0,0,Low-area,False
54614,891e805088fffff,98,1,3,3,2,0,4,34,37,15,0,High-area,True
54712,891e805b067ffff,5,0,1,0,0,1,0,0,0,3,0,Low-area,False
54717,891e80c9b0bffff,9,0,0,0,0,0,0,4,5,0,0,Low-area,False
54726,891e80cf517ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
54727,891e805352fffff,31,0,2,3,1,1,0,10,11,3,0,High-area,False
54758,891e8055da3ffff,4,0,0,0,1,0,0,0,2,1,0,Low-area,False
54762,891e8050593ffff,98,0,5,3,0,0,15,24,40,11,0,High-area,False
54860,891e80cc60bffff,2,0,0,0,0,0,0,1,0,1,0,Low-area,False
54862,891e8050d27ffff,7,0,2,0,0,2,0,2,1,0,0,Low-area,False
54869,891e805ae8fffff,8,0,0,0,0,0,0,4,4,0,0,Low-area,False
54877,891e8042103ffff,12,0,1,2,0,0,0,4,5,0,0,Low-area,False
54889,891e80505a3ffff,99,0,18,1,0,0,8,34,31,7,0,High-area,False
54988,891e80c9e03ffff,2,0,0,0,0,0,0,2,0,0,0,Low-area,False
54990,891e80524cfffff,17,0,0,0,0,2,0,5,9,1,0,Low-area,False
55007,891e8058d1bffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
55008,891e8057047ffff,2,0,0,0,0,0,0,2,0,0,0,Low-area,False
55010,891e8054177ffff,17,0,3,0,0,1,0,7,6,0,0,Low-area,False
55027,891e8050d97ffff,96,0,10,9,0,2,0,34,31,10,0,High-area,False
55123,891e8050047ffff,65,0,6,0,0,3,2,16,27,11,0,High-area,False
55188,891e805012fffff,13,0,0,0,1,1,4,1,3,3,0,Low-area,False
55201,891e805599bffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
55202,891e80cdb8bffff,10,0,0,0,0,1,0,3,6,0,0,Low-area,False
55212,891e8624dabffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
55213,891e80c8e13ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
55214,891e8057063ffff,24,0,0,1,1,2,1,5,12,2,0,Low-area,False
55238,891e8050eafffff,11,0,2,1,1,1,2,1,3,0,0,Low-area,False
55249,891e8050a43ffff,2,0,0,0,0,1,0,0,0,1,0,Low-area,False
55251,891e80c9ba7ffff,11,0,2,0,0,0,0,3,5,1,0,Low-area,False
55262,891e8058423ffff,2,0,0,0,0,0,1,1,0,0,0,Low-area,False
55264,891e80572bbffff,13,0,0,0,0,2,0,2,4,5,0,Low-area,False
55277,891e805064fffff,15,0,1,0,1,0,1,2,8,2,0,Low-area,False
55292,891e80502bbffff,8,0,0,0,0,2,0,1,4,1,0,Low-area,False
55300,891e80573dbffff,39,0,5,3,1,1,0,6,15,8,0,High-area,False
55339,891e8054373ffff,12,0,1,0,0,1,1,3,6,0,0,Low-area,False
55351,891e80c89c7ffff,3,0,0,0,0,1,0,1,1,0,0,Low-area,False
55354,891e8057657ffff,5,0,0,0,0,0,0,2,3,0,0,Low-area,False
55359,891e80542d7ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
55360,891e805a587ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
55362,891e805464bffff,13,0,2,0,0,1,0,3,6,1,0,Low-area,False
55375,891e805098bffff,10,0,0,0,0,1,0,1,7,1,0,Low-area,False
55385,891e8042283ffff,12,0,0,0,0,0,0,7,4,1,0,Low-area,False
55397,891e80cdb7bffff,19,0,2,0,0,1,0,6,8,2,0,Low-area,False
55416,891e80cd25bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
55418,891e80cd503ffff,7,0,2,0,1,0,0,3,1,0,0,Low-area,False
55425,891e805452bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
55426,891e805622bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
55428,891e8624947ffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,False
55432,891e80580a3ffff,11,0,2,2,0,1,1,1,4,0,0,Low-area,False
55443,891e8053293ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
55444,891e8058643ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
55445,891e8051193ffff,11,0,0,4,1,1,2,0,1,2,0,Low-area,False
55456,891e8055377ffff,47,0,7,5,0,1,1,15,13,5,0,High-area,False
55503,891e80518d7ffff,11,0,0,0,0,2,1,0,8,0,0,Low-area,False
55514,891e80caa7bffff,10,0,2,0,0,1,0,0,1,6,0,Low-area,False
55524,891e805ad07ffff,13,0,6,2,0,0,0,3,0,2,0,Low-area,False
55537,891e80528b3ffff,96,1,9,4,0,2,1,16,50,14,0,High-area,True
55633,891e8050ba3ffff,6,0,1,0,0,0,0,2,3,0,0,Low-area,False
55639,891e805817bffff,6,0,0,0,0,1,1,1,3,0,0,Low-area,False
55645,891e8043497ffff,2,0,0,0,0,1,1,0,0,0,0,Low-area,False
55647,891e80422cbffff,41,0,2,2,0,2,1,12,20,2,0,High-area,False
55688,891e80cdc6bffff,7,0,0,0,0,0,0,0,5,2,0,Low-area,False
55695,891e80531d7ffff,37,0,4,1,0,3,0,8,13,8,0,High-area,False
55732,891e80cac6bffff,11,0,1,0,0,0,0,3,4,3,0,Low-area,False
55743,891e80cd8cfffff,13,0,0,2,0,0,0,2,8,1,0,Low-area,False
55756,891e805a917ffff,32,0,2,0,1,1,1,10,13,4,0,High-area,False
55788,891e80552d3ffff,6,0,0,0,1,0,0,0,4,1,0,Low-area,False
55794,891e80c8133ffff,22,0,1,0,0,3,1,5,10,2,0,Low-area,False
55816,891e80cd117ffff,7,0,0,1,0,1,0,1,4,0,0,Low-area,False
55823,891e80501bbffff,57,0,9,4,26,4,2,4,1,7,0,High-area,False
55880,891e8050243ffff,15,0,0,0,0,0,0,1,11,3,0,Low-area,False
55895,891e80cf53bffff,2,0,1,0,1,0,0,0,0,0,0,Low-area,False
55897,891e8051c6fffff,6,0,0,1,0,0,0,0,1,4,0,Low-area,False
55903,891e862690bffff,3,0,0,1,0,0,0,0,1,1,0,Low-area,False
55906,891e80cf23bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
55907,891e8040417ffff,3,0,0,1,0,0,0,0,2,0,0,Low-area,False
55910,891e8059597ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
55911,891e80cd65bffff,81,0,6,10,0,2,1,28,28,6,0,High-area,False
55992,891e80595bbffff,16,0,1,0,0,2,0,1,6,6,0,Low-area,False
56008,891e805959bffff,20,0,4,1,1,3,2,1,5,3,0,Low-area,False
56028,891e8054363ffff,10,0,0,0,0,0,0,3,5,2,0,Low-area,False
56038,891e805622fffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
56040,891e8042263ffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,False
56043,891e8050a37ffff,3,0,1,0,0,0,1,0,1,0,0,Low-area,False
56046,891e8043373ffff,10,0,3,0,0,1,0,2,4,0,0,Low-area,False
56056,891e805037bffff,3,0,0,0,0,0,0,0,0,3,0,Low-area,False
56059,891e8052b73ffff,31,0,5,1,0,0,0,6,18,1,0,High-area,False
56090,891e8052bb7ffff,4,0,0,0,0,0,1,0,3,0,0,Low-area,False
56094,891e805857bffff,2,0,0,0,0,0,0,0,0,2,0,Low-area,False
56096,891e80cde63ffff,31,0,0,0,1,2,1,14,8,5,0,High-area,False
56127,891e8043493ffff,5,1,0,0,0,2,0,0,3,0,0,Low-area,True
56132,891e805b663ffff,2,0,0,0,0,1,0,0,1,0,0,Low-area,False
56134,891e8051e07ffff,6,0,1,1,0,0,0,2,2,0,0,Low-area,False
56140,891e80513afffff,26,2,3,0,0,2,0,3,18,0,0,Low-area,True
56166,891e80501d3ffff,22,0,1,1,2,1,4,3,7,3,0,Low-area,False
56188,891e80c9957ffff,23,0,3,0,0,0,3,8,4,5,0,Low-area,False
56211,891e805353bffff,19,0,0,1,0,1,0,4,12,1,0,Low-area,False
56230,891e80513abffff,17,3,4,0,0,0,3,2,7,1,0,Low-area,True
56247,891e8050d0bffff,94,0,11,2,1,0,2,21,47,10,0,High-area,False
56341,891e80cd653ffff,10,0,1,3,0,0,0,1,5,0,0,Low-area,False
56351,891e805291bffff,11,0,2,2,1,1,0,2,3,0,0,Low-area,False
56362,891e8052593ffff,43,0,0,3,2,2,0,9,26,1,0,High-area,False
56405,891e80422c7ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,False
56407,891e8052463ffff,8,0,1,1,1,1,0,1,2,1,0,Low-area,False
56415,891e805768fffff,46,0,3,0,0,0,1,14,25,3,0,High-area,False
56461,891e8042c3bffff,18,0,3,0,0,1,0,6,8,0,0,Low-area,False
56479,891e80583b3ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
56480,891e80c8bd3ffff,14,0,1,1,2,0,0,4,6,0,0,Low-area,False
56494,891e805a8bbffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
56495,891e8051e37ffff,32,0,7,1,2,0,0,6,16,0,0,High-area,False
56527,891e80c8dabffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,False
56528,891e8052a9bffff,12,0,3,4,2,0,0,0,1,2,0,Low-area,False
56540,891e805710bffff,24,0,7,0,0,3,0,7,7,0,0,Low-area,False
56564,891e8053447ffff,8,0,0,0,0,1,1,2,2,2,0,Low-area,False
56572,891e8055477ffff,12,0,1,1,0,1,1,3,5,0,0,Low-area,False
56584,891e80551cfffff,7,0,2,1,1,1,1,0,0,1,0,Low-area,False
56591,891e8042233ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
56592,891e805a353ffff,17,0,0,0,0,0,0,8,8,1,0,Low-area,False
56609,891e862490fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
56610,891e8055553ffff,3,0,0,0,0,0,0,3,0,0,0,Low-area,False
56613,891e805190bffff,7,1,0,0,0,0,0,1,6,0,0,Low-area,True
56620,891e8050007ffff,60,1,10,4,0,2,0,10,25,9,0,High-area,True
56680,891e8043623ffff,7,0,0,1,0,1,0,2,3,0,0,Low-area,False
56687,891e80c9973ffff,10,0,1,1,0,2,0,4,2,0,0,Low-area,False
56697,891e8058693ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
56698,891e804252bffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,False
56699,891e8042db7ffff,19,0,2,0,0,0,0,10,7,0,0,Low-area,False
56718,891e8052e03ffff,30,0,2,2,1,0,1,4,16,4,0,High-area,False
56748,891e80566bbffff,3,0,0,0,0,0,0,1,0,2,0,Low-area,False
56751,891e8052aabffff,99,0,17,0,6,2,11,25,32,6,0,High-area,False
56850,891e8055347ffff,17,0,0,0,0,1,0,5,9,2,0,Low-area,False
56867,891e80506c3ffff,8,0,0,0,0,0,1,3,4,0,0,Low-area,False
56875,891e80418b3ffff,2,0,0,0,0,1,0,1,0,0,0,Low-area,False
56877,891e805432fffff,14,0,2,0,0,0,0,5,4,3,0,Low-area,False
56891,891e8055317ffff,36,0,3,0,0,1,3,11,17,1,0,High-area,False
56927,891e8050347ffff,40,0,8,7,4,1,0,8,11,1,0,High-area,False
56967,891e8051e2bffff,68,0,11,3,0,3,2,10,36,3,0,High-area,False
57035,891e8051a0bffff,30,0,5,0,0,0,1,4,15,5,0,High-area,False
57065,891e80c982fffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
57066,891e80c994fffff,3,0,0,0,0,2,0,0,1,0,0,Low-area,False
57069,891e8054023ffff,12,0,0,0,0,0,0,4,6,2,0,Low-area,False
57081,891e8050dbbffff,93,0,8,5,2,1,4,31,31,11,0,High-area,False
57174,891e80c9943ffff,18,0,3,1,0,2,2,3,6,1,0,Low-area,False
57192,891e805758fffff,11,1,0,0,0,0,0,1,10,0,0,Low-area,True
57203,891e80434c3ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
57204,891e80cdebbffff,26,0,2,0,0,1,1,8,11,3,0,Low-area,False
57230,891e805ad23ffff,19,2,2,0,0,2,0,4,5,6,0,Low-area,True
57249,891e8050533ffff,91,0,14,5,10,2,7,30,18,5,0,High-area,False
57340,891e80cb39bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
57341,891e80ca19bffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,False
57345,891e805ad73ffff,2,0,2,0,0,0,0,0,0,0,0,Low-area,False
57347,891e805ada7ffff,47,0,2,0,0,5,0,13,22,5,0,High-area,False
57394,891e8057393ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
57395,891e8050977ffff,97,0,11,4,1,0,5,27,42,7,0,High-area,False
57492,891e80413b7ffff,1,0,1,0,0,0,0,0,0,0,0,Low-area,False
57493,891e80cf2a7ffff,6,0,0,0,0,0,0,2,4,0,0,Low-area,False
57499,891e8052e97ffff,32,0,1,3,1,2,1,4,15,5,0,High-area,False
57531,891e8050c57ffff,96,0,11,3,1,0,2,38,26,15,0,High-area,False
57627,891e80c9b5bffff,10,0,3,0,0,2,0,3,2,0,0,Low-area,False
57637,891e8050c77ffff,95,0,5,4,3,2,6,26,42,7,0,High-area,False
57732,891e8052287ffff,96,0,7,1,1,0,1,49,27,10,0,High-area,False
57828,891e8043203ffff,2,0,0,0,0,0,0,0,0,2,0,Low-area,False
57830,891e805b397ffff,2,0,0,0,0,1,0,1,0,0,0,Low-area,False
57832,891e80532cbffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
57833,891e80531b3ffff,2,0,0,0,0,1,0,0,0,1,0,Low-area,False
57835,891e80c8497ffff,10,0,1,1,0,0,0,6,0,2,0,Low-area,False
57845,891e804338bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,False
57846,891e805839bffff,4,0,0,0,0,0,0,1,3,0,0,Low-area,False
57850,891e8050573ffff,14,0,0,2,7,2,0,0,1,2,0,Low-area,False
57864,891e8042d53ffff,25,0,1,1,1,1,0,9,10,2,0,Low-area,False
57889,891e80c8b4bffff,15,0,1,1,0,0,0,1,10,2,0,Low-area,False
57904,891e80cdaabffff,70,0,5,0,2,1,0,26,28,8,0,High-area,False
57974,891e8057103ffff,9,0,2,0,0,2,0,1,4,0,0,Low-area,False
57983,891e8054137ffff,11,0,1,0,0,0,0,3,7,0,0,Low-area,False
57994,891e80cc5afffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,False
57997,891e805a043ffff,2,0,0,0,0,1,0,0,1,0,0,Low-area,False
57999,891e8057013ffff,7,0,0,0,1,0,0,0,4,2,0,Low-area,False
58006,891e80cd587ffff,10,0,0,0,0,1,1,2,5,1,0,Low-area,False
58016,891e8050277ffff,33,0,0,0,1,3,1,7,16,5,0,High-area,False
58049,891e80504a3ffff,32,0,3,2,1,3,0,12,8,3,0,High-area,False
58081,891e8051b7bffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,False
58082,891e8056207ffff,3,0,0,0,0,1,1,0,1,0,0,Low-area,False
58085,891e8050ea3ffff,20,0,4,3,2,1,0,1,9,0,0,Low-area,False
58105,891e8051107ffff,19,0,4,1,0,2,1,6,3,2,0,Low-area,False
58124,891e8042443ffff,36,0,1,1,1,2,0,10,17,4,0,High-area,False
58160,891e805065bffff,10,0,0,0,0,0,0,2,8,0,0,Low-area,False
58170,891e8056b0fffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,False
58171,891e805562bffff,8,0,1,0,0,1,0,0,5,1,0,Low-area,False
